id,cd_estabelecimento_saude,nome_estabelecimento_saude,cnes,numero_uge_cnpj,desc_uge_cnpj,ambito,codigoibge,municipio,rras,regiao_de_saude,codigo_drs,desc_drs,tipo_gerenciamento,tipo_estabelecimento,fluxo_clientela,porte,empenhado,liquidado,pago,internacoes,dias_permanencia,media_permanencia,obitos,taxa_mortalidade,diarias_uti,producao_ambulatorial_antedimentos_consultas_exames,procedimentos_ambulatoriais_grupo_acoes_promocao_prevencao_saud,procedimentos_ambulatoriais_finalidade_diagnostica,procedimentos_clinicos_ambulatoriais_consultas_atendimentos_tra,procedimentos_cirurgicos_ambulatoriais,procedimentos_ambulatoriais_grupo_transplante_orgaos_tecidos_ce,procedimentos_ambulatoriais_grupo_medicamentos,procedimentos_ambulatoriais_grupo_orteses_proteses_materiais_es,outros_procedimentos_ambulatoriais,leitos_cirurgicos,leitos_clinicos,leitos_complementares,leitos_obstetricos,leitos_pediatricos,leitos_outras_especialidades,hospital_dia,tomografo_computadorizado,ressonancia_magnetica,ultrassom_droppler_colorido,ultrassom_ecografo,ultrassom_convencional,raio_x_hemodinamica,medicos_cpf_unico,medicos,latitude,longitude,periodo_referencia_inicio,periodo_referencia_fim,periodo_referencia_texto,nome_fantasia,municipio_ibge
"1,317.00",6878687,HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO,"6,878,687.00",,,Estadual,"3,516,408.00",FRANCO DA ROCHA,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"108,988,529.00","108,988,529.00","108,988,529.00","6,863.00","63,559.00",9.30,672.00,9.79,"5,402.00","165,325.00",0.00,"45,598.00","118,814.00",913.00,0.00,0.00,0.00,0.00,88.00,30.00,27.00,0.00,0.00,30.00,2.00,1.00,0.00,2.00,2.00,0.00,0.00,,384.00,"-23,33281","-46,7275",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO,Franco da Rocha
"1,318.00",2786680,HOSP MUN FERNANDO MAURO PIRES DA ROCHA,"2,786,680.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"16,472.00","82,847.00",5.00,933.00,5.66,"6,122.00","615,167.00","1,936.00","384,622.00","214,157.00","14,375.00",0.00,0.00,77.00,0.00,62.00,68.00,83.00,40.00,38.00,12.00,0.00,2.00,1.00,3.00,0.00,5.00,0.00,,369.00,"-23,548","-46,636",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN FERNANDO MAURO PIRES DA ROCHA,São Paulo
"1,319.00",6943284,MATERNIDADE GOTA DE LEITE DE ARARAQUARA,"6,943,284.00",,,Municipal,"3,503,208.00",ARARAQUARA,RRAS13,CENTRAL DO DRS III,,DRS 3 - ARARAQUARA,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"3,697.00","9,227.00",2.50,18.00,0.49,"1,554.00","155,369.00","27,476.00","32,702.00","95,191.00",0.00,0.00,0.00,0.00,0.00,2.00,5.00,23.00,37.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,,117.00,"-21,79391","-48,17907",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,MATERNIDADE GOTA DE LEITE DE ARARAQUARA,Araraquara
"1,320.00",2081806,HOSPITAL PADRE JOAO W BRAEM,"2,081,806.00",,,Municipal,"3,501,103.00",ALTO ALEGRE,RRAS12,DOS CONSÓRCIOS DO DRS II,,DRS 2 - ARACATUBA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,118.00,666.00,5.60,5.00,4.24,0.00,"23,353.00",0.00,"15,654.00","7,699.00",0.00,0.00,0.00,0.00,0.00,5.00,12.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,7.00,"-21,581","-50,164",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL PADRE JOAO W BRAEM,Alto Alegre
"1,321.00",6451098,HOSPITAL DALILA FERREIRA BARBOSA,"6,451,098.00",,,Municipal,"3,503,901.00",ARUJÁ,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,811.00","6,772.00",3.70,84.00,4.64,0.00,"670,409.00",0.00,"116,576.00","553,513.00",320.00,0.00,0.00,0.00,0.00,0.00,17.00,10.00,11.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,,77.00,"-23,40031","-46,31914",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DALILA FERREIRA BARBOSA,Arujá
"1,322.00",2087715,HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS,"2,087,715.00",,,Municipal,"3,519,071.00",HORTOLÂNDIA,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"4,502.00","14,586.00",3.20,321.00,7.13,408.00,"457,028.00",2.00,"137,101.00","317,603.00","2,322.00",0.00,0.00,0.00,0.00,9.00,25.00,14.00,18.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,81.00,"-22,88526","-47,1957",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS,Hortolândia
"1,323.00",2066572,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP,"2,066,572.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"119,315,722.27","119,315,722.27","104,923,720.49","5,635.00","43,539.00",7.70,666.00,11.82,"1,879.00","134,173.00",0.00,"26,468.00","107,705.00",0.00,0.00,0.00,0.00,0.00,160.00,86.00,34.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00,0.00,2.00,0.00,,284.00,"-23,60712","-46,59536",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP,São Paulo
"1,324.00",8028,HOSPITAL MUNICIPAL ANTONIO GIGLIO,"8,028.00",,,Municipal,"3,534,401.00",OSASCO,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"8,577.00","51,075.00",6.00,"1,014.00",11.82,"7,318.00","887,558.00",2.00,"563,355.00","322,260.00","1,941.00",0.00,0.00,0.00,0.00,54.00,100.00,38.00,0.00,27.00,6.00,6.00,1.00,0.00,0.00,1.00,2.00,1.00,,316.00,"-23,5325","-46,77667",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL ANTONIO GIGLIO,Osasco
"1,325.00",2077515,HOSPITAL SAO VICENTE DE PAULA DE ARANDU,"2,077,515.00",,,Municipal,"3,503,109.00",ARANDU,RRAS09,VALE DO JURUMIRIM,,DRS 6 - BAURU,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,57.00,253.00,4.40,3.00,5.26,0.00,"4,193.00",0.00,978.00,"3,124.00",91.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,6.00,"-23,13476","-49,05504",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL SAO VICENTE DE PAULA DE ARANDU,Arandu
"1,326.00",2755130,HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE,"2,755,130.00",,,Estadual,"3,541,406.00",PRESIDENTE PRUDENTE,RRAS11,ALTA SOROCABANA,,DRS 11 - PRESIDENTE PRUDENTE,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"193,377,025.00","193,377,025.00","193,377,025.00","20,446.00","143,852.00",7.00,"1,417.00",6.93,"17,803.00","498,795.00",0.00,"268,277.00","223,689.00","6,415.00",0.00,0.00,414.00,0.00,158.00,122.00,100.00,16.00,52.00,42.00,4.00,1.00,1.00,3.00,0.00,0.00,1.00,,544.00,"-22,13512","-51,40056",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE,Presidente Prudente
"1,327.00",2077450,HOSP MUN PIRITUBA JOSE SOARES HUNGRIA,"2,077,450.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea,Médio,,,,"2,423.00","18,795.00",7.80,482.00,19.89,"9,973.00","87,232.00",19.00,"63,730.00","22,673.00",810.00,0.00,0.00,0.00,0.00,18.00,30.00,31.00,0.00,14.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,,143.00,"-23,48453","-46,72853",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN PIRITUBA JOSE SOARES HUNGRIA,São Paulo
"1,328.00",115509,HOSPITAL DE CLINICAS ANJO GABRIEL,"115,509.00",,,Municipal,"3,528,502.00",MAIRIPORÃ,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,571.00,"5,294.00",9.30,122.00,21.37,0.00,"105,141.00","6,341.00","55,157.00","43,643.00",0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,,57.00,"-23,3086971","-46,5672738",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CLINICAS ANJO GABRIEL,Mairiporã
"1,329.00",9773657,HOSPITAL ESTADUAL DE SERRANA,"9,773,657.00",,,Estadual,"3,551,504.00",SERRANA,RRAS13,AQUÍFERO GUARANI,,DRS 13 - RIBEIRÃO PRETO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"42,974,405.00","42,974,405.00","42,974,405.00","2,459.00","15,161.00",6.20,108.00,4.39,"3,219.00","21,052.00",0.00,"10,240.00","10,618.00",194.00,0.00,0.00,0.00,0.00,10.00,40.00,27.00,0.00,0.00,12.00,8.00,1.00,0.00,1.00,0.00,0.00,0.00,,98.00,"-21,2125657","-47,600518",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DE SERRANA,Serrana
"1,330.00",2084023,HOSPITAL MUNICIPAL DE NAZARE PAULISTA,"2,084,023.00",,,Municipal,"3,532,405.00",NAZARÉ PAULISTA,RRAS16,BRAGANÇA,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,486.00,"2,058.00",4.20,63.00,12.96,0.00,274.00,0.00,34.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,6.00,"-23,1611","-46,39465",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE NAZARE PAULISTA,Nazaré Paulista
"1,331.00",621110,HOSPITAL DE CAMPANHA COVID EMBU DAS ARTES,"621,110.00",,,Municipal,"3,515,004.00",EMBU DAS ARTES,RRAS04,MANANCIAIS,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,751.00,"1,803.00",2.40,38.00,5.06,0.00,"160,548.00",16.00,"13,058.00","147,451.00",23.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,,,,,,,,3.00,"-23,6721795","-46,8042119",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID EMBU DAS ARTES,Embu das Artes
"1,332.00",102075,HOSPITAL MUNICIPAL BELA VISTA SANTA DULCE DOS POBRES,"102,075.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,,,,"1,569.00","17,599.00",11.20,233.00,14.85,"6,465.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,50.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,0.00,,117.00,"-23,5574765","-46,6562385",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL BELA VISTA SANTA DULCE DOS POBRES,São Paulo
"1,333.00",9425802,HOSPITAL REGIONAL DE PIRACICABA,"9,425,802.00",,,Estadual,"3,538,709.00",PIRACICABA,RRAS14,PIRACICABA,,DRS 10 - PIRACICABA,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,"55,726,998.00","55,726,998.00","55,726,998.00","2,279.00","12,743.00",5.60,311.00,13.65,"6,705.00","32,006.00",0.00,"19,726.00","11,399.00",881.00,0.00,0.00,0.00,0.00,12.00,22.00,30.00,0.00,0.00,0.00,16.00,1.00,1.00,2.00,2.00,1.00,0.00,,341.00,"-22,725","-47,649",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL REGIONAL DE PIRACICABA,Piracicaba
"1,334.00",302961,HOSPITAL DE CAMPANHA COVID 19 RIO CLARO,"302,961.00",,,Municipal,"3,543,907.00",RIO CLARO,RRAS14,RIO CLARO,,DRS 10 - PIRACICABA,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,"1,538.00","6,256.00",4.10,135.00,8.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,83.00,"-22,3862028","-47,5650251",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 RIO CLARO,Rio Claro
"1,335.00",92894,HOSPITAL REGIONAL DO LITORAL NORTE,"92,894.00",,,Estadual,"3,510,500.00",CARAGUATATUBA,RRAS17,LITORAL NORTE,,DRS 17 - TAUBATE,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"44,960,630.00","44,960,630.00","44,960,630.00","1,442.00","14,065.00",9.80,197.00,13.66,"6,216.00","7,595.00",0.00,"6,109.00","1,080.00",406.00,0.00,0.00,0.00,0.00,2.00,50.00,35.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,1.00,0.00,0.00,,103.00,"-23,6580032","-45,4402677",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL REGIONAL DO LITORAL NORTE,Caraguatatuba
"1,336.00",2082594,COMPLEXO HOSPITALAR MUNICIPAL,"2,082,594.00",,,Municipal,"3,548,807.00",SÃO CAETANO DO SUL,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"5,316.00","36,122.00",6.80,612.00,11.51,"10,057.00","207,752.00",0.00,"73,001.00","128,013.00","6,738.00",0.00,0.00,0.00,0.00,30.00,55.00,95.00,18.00,23.00,0.00,3.00,1.00,0.00,1.00,1.00,1.00,0.00,,700.00,"-23,62217","-46,56301",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,COMPLEXO HOSPITALAR MUNICIPAL,São Caetano do Sul
"1,337.00",6020917,HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN,"6,020,917.00",,,Municipal,"3,547,809.00",SANTO ANDRÉ,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Médio,,,,"6,353.00","24,296.00",3.80,23.00,0.36,"6,410.00","279,759.00","1,221.00","170,799.00","107,357.00",364.00,0.00,0.00,0.00,18.00,25.00,5.00,49.00,47.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,,131.00,"-23,63513","-46,50045",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN,Santo André
"1,338.00",7371349,HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE,"7,371,349.00",,,Municipal,"3,551,009.00",SÃO VICENTE,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,668.00,"4,247.00",6.40,56.00,8.38,0.00,"2,022.00",0.00,15.00,"2,006.00",1.00,0.00,0.00,0.00,0.00,0.00,36.00,4.00,0.00,0.00,0.00,0.00,,,,,,,,6.00,"-23,963","-46,392",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE,São Vicente
"1,339.00",2078538,HOSPITAL NOSSA SENHORA APARECIDA,"2,078,538.00",,,Municipal,"3,524,006.00",ITUPEVA,RRAS16,JUNDIAÍ,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,599.00","6,821.00",4.30,155.00,9.69,998.00,"276,989.00",0.00,"86,523.00","189,951.00",515.00,0.00,0.00,0.00,0.00,10.00,19.00,2.00,11.00,6.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,106.00,"-23,15308","-47,05851",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL NOSSA SENHORA APARECIDA,Itupeva
"1,340.00",2058308,HOSPITAL MUNICIPAL DR ACILIO CARREON GARCIA,"2,058,308.00",,,Municipal,"3,533,403.00",NOVA ODESSA,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,187.00","4,649.00",3.90,84.00,7.08,0.00,"605,112.00",19.00,"383,343.00","221,028.00",722.00,0.00,0.00,0.00,0.00,4.00,14.00,0.00,13.00,4.00,0.00,0.00,,,,,,,,193.00,"-22,78097","-47,29938",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DR ACILIO CARREON GARCIA,Nova Odessa
"1,341.00",2790564,HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU,"2,790,564.00",,,Estadual,"3,506,003.00",BAURU,RRAS09,BAURU,,DRS 6 - BAURU,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Médio,,,,"2,703.00","4,812.00",1.80,,,251.00,"193,296.00",0.00,"67,033.00","114,338.00","1,918.00",0.00,0.00,"10,007.00",0.00,75.00,1.00,6.00,0.00,9.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,,102.00,"-22,33395","-49,05987",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU,Bauru
"1,342.00",2077434,HOSPITAL DR LEOPOLDO BEVILACQUA,"2,077,434.00",,,Estadual,"3,536,208.00",PARIQUERA-AÇU,RRAS07,VALE DO RIBEIRA,,DRS 12 - REGISTRO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"89,676,414.00","89,676,414.00","89,676,414.00","8,977.00","41,681.00",4.60,777.00,8.66,"6,589.00","379,552.00",0.00,"195,249.00","160,275.00","3,084.00",0.00,0.00,"20,944.00",0.00,72.00,37.00,47.00,25.00,17.00,0.00,15.00,1.00,0.00,4.00,2.00,1.00,0.00,,167.00,"-24,71021","-47,88399",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DR LEOPOLDO BEVILACQUA,Pariquera-Açu
"1,343.00",2082861,HOSP MUNICIPAL DE URGENCIAS HMU,"2,082,861.00",,,Municipal,"3,518,800.00",GUARULHOS,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"6,673.00","39,990.00",6.00,"1,120.00",16.78,"4,784.00","340,165.00",0.00,"72,164.00","265,849.00","2,152.00",0.00,0.00,0.00,0.00,35.00,55.00,32.00,0.00,0.00,9.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,,168.00,"-23,45369","-46,51729",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUNICIPAL DE URGENCIAS HMU,Guarulhos
"1,344.00",2077574,CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO,"2,077,574.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"196,532,244.63","196,532,244.63","172,559,095.38","20,028.00","135,218.00",6.80,"1,797.00",8.97,"16,339.00","887,698.00",0.00,"360,031.00","384,150.00","7,259.00",0.00,0.00,"136,257.00",1.00,102.00,86.00,114.00,29.00,51.00,30.00,0.00,2.00,1.00,1.00,0.00,4.00,0.00,,"1,379.00","-23,48389","-46,63085",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO,São Paulo
"1,345.00",3774554,HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT,"3,774,554.00",,,Municipal,"3,545,209.00",SALTO,RRAS08,SOROCABA,,DRS 16 - SOROCABA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"4,574.00","19,728.00",4.30,542.00,11.85,"2,698.00","897,009.00",0.00,"476,616.00","416,832.00","3,561.00",0.00,0.00,0.00,0.00,30.00,57.00,10.00,10.00,11.00,8.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,,239.00,"-23,18725","-47,31188",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT,Salto
"1,346.00",647101,HOSPITAL DE CAMPANHA COVID 19 PIRASSUNUNGA,"647,101.00",,,Municipal,"3,539,301.00",PIRASSUNUNGA,RRAS14,ARARAS,,DRS 10 - PIRACICABA,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,105.00,613.00,5.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,,,,,,,,6.00,"-21,9841567","-47,4271639",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 PIRASSUNUNGA,Pirassununga
"1,347.00",2079615,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP,"2,079,615.00",,,Municipal,"3,519,709.00",IBIÚNA,RRAS08,SOROCABA,,DRS 16 - SOROCABA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"2,176.00","10,605.00",4.90,156.00,7.17,0.00,"2,230,651.00",0.00,"59,249.00","2,171,007.00",395.00,0.00,0.00,0.00,0.00,6.00,12.00,5.00,15.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,15.00,"-23,64924","-47,21864",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP,Ibiúna
"1,348.00",6966594,HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE,"6,966,594.00",,,Municipal,"3,551,009.00",SÃO VICENTE,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"2,578.00","9,466.00",3.70,18.00,0.70,0.00,"61,827.00",0.00,"6,257.00","55,293.00",277.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,29.00,7.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,,45.00,"-23,98438","-46,46726",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE,São Vicente
"1,349.00",2080028,HOSPITAL MUNICIPAL DE DIADEMA HMD,"2,080,028.00",,,Municipal,"3,513,801.00",DIADEMA,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"7,892.00","51,258.00",6.50,816.00,10.34,"7,682.00","636,482.00",0.00,"308,333.00","325,242.00","2,907.00",0.00,0.00,0.00,0.00,36.00,77.00,63.00,13.00,22.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,,208.00,"-23,68649","-46,6241",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE DIADEMA HMD,Diadema
"1,350.00",2058790,HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI,"2,058,790.00",,,Municipal,"3,501,608.00",AMERICANA,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"5,589.00","38,210.00",6.80,844.00,15.10,"5,719.00","1,459,285.00",0.00,"1,195,961.00","261,240.00","1,894.00",0.00,0.00,190.00,0.00,11.00,44.00,50.00,26.00,5.00,3.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,,365.00,"-22,74096","-47,30791",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI,Americana
"1,351.00",2081695,CONJUNTO HOSPITALAR SOROCABA,"2,081,695.00",,,Estadual,"3,552,205.00",SOROCABA,RRAS08,SOROCABA,,DRS 16 - SOROCABA,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"164,529,499.08","164,529,499.08","164,529,499.08","15,278.00","115,154.00",7.50,"1,470.00",9.62,"15,783.00","1,642,271.00","16,886.00","1,202,056.00","285,895.00","4,304.00",0.00,0.00,"133,130.00",0.00,160.00,74.00,112.00,31.00,16.00,18.00,10.00,2.00,0.00,1.00,2.00,5.00,0.00,,857.00,"-23,51089","-47,45611",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CONJUNTO HOSPITALAR SOROCABA,Sorocaba
